CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1491373706000000,2017/04/05 15:28:26'000"000,10000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option
Channel 1,1,0,0,0,10.000000,-10.000000,0
Channel 2,2,1,0,0,10.000000,-10.000000,0
Channel 3,3,2,0,0,10.000000,-10.000000,0
Data
30511,30469,30500
30505,30463,30495
30502,30467,30500
30505,30457,30494
30504,30464,30494
30506,30466,30494
30505,30464,30498
30510,30462,30500
30505,30466,30500
30509,30460,30502
30511,30458,30503
30505,30467,30502
30507,30464,30503
30506,30467,30501
30508,30463,30504
30509,30462,30497
30509,30464,30500
30506,30465,30500
30507,30467,30498
30514,30465,30504
30513,30466,30500
30510,30468,30498
30510,30466,30498
30509,30467,30502
30505,30463,30497
30505,30466,30495
30504,30465,30504
30504,30459,30502
30504,30463,30500
30505,30464,30495
30500,30471,30497
30505,30469,30497
30508,30466,30497
30506,30469,30496
30505,30466,30502
30508,30462,30505
30510,30467,30505
30506,30467,30497
30508,30463,30501
30508,30464,30499
30509,30464,30504
30510,30468,30499
30507,30470,30495
30504,30469,30497
30509,30462,30494
30514,30467,30499
30512,30468,30497
30509,30473,30497
30508,30471,30500
30508,30470,30494
30509,30462,30498
30507,30466,30497
30510,30464,30501
30505,30472,30498
30507,30467,30498
30511,30470,30502
30508,30465,30499
30507,30462,30498
30502,30461,30499
30504,30467,30502
30506,30466,30502
30502,30466,30501
30498,30464,30499
30500,30463,30501
30504,30465,30503
30504,30461,30502
30509,30465,30496
30509,30466,30505
30508,30466,30501
30502,30470,30495
30505,30471,30495
30509,30470,30500
30513,30470,30506
30511,30470,30504
30506,30465,30503
30506,30466,30503
30506,30468,30504
30505,30469,30498
30508,30472,30497
30505,30470,30501
30505,30467,30503
30501,30462,30500
30506,30461,30502
30509,30465,30493
30508,30461,30498
30511,30464,30498
30508,30471,30492
30502,30464,30494
30507,30459,30495
30508,30459,30496
30503,30462,30502
30507,30465,30504
30504,30466,30504
30507,30464,30501
30504,30468,30505
30506,30466,30510
