CONTEC DATA LOGGER,,,,,,,,
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
35065,35014,35169,,,,,,
35064,35018,35170,,,,,,
35063,35021,35167,,,,,,
35060,35013,35172,,,,,,
35059,35015,35175,,,,,,
35063,35019,35171,,,,,,
35060,35012,35165,,,,,,
35058,35022,35168,,,,,,
35060,35019,35175,,,,,,
35061,35020,35168,,,,,,
35057,35019,35168,,,,,,
35061,35020,35167,,,,,,
35062,35016,35172,,,,,,
35061,35014,35170,,,,,,
35064,35014,35170,,,,,,
35062,35016,35168,,,,,,
35064,35015,35171,,,,,,
35063,35016,35169,,,,,,
35063,35019,35175,,,,,,
35063,35022,35175,,,,,,
35064,35020,35173,,,,,,
35063,35015,35171,,,,,,
35060,35017,35168,,,,,,
35064,35019,35171,,,,,,
35065,35023,35176,,,,,,
35066,35014,35174,,,,,,
35059,35009,35170,,,,,,
35059,35012,35172,,,,,,
35062,35015,35174,,,,,,
35059,35008,35168,,,,,,
35058,35015,35164,,,,,,
35057,35009,35166,,,,,,
35065,35015,35165,,,,,,
35062,35016,35168,,,,,,
35064,35016,35169,,,,,,
35064,35009,35163,,,,,,
35061,35013,35166,,,,,,
35060,35019,35173,,,,,,
35061,35016,35163,,,,,,
35056,35015,35168,,,,,,
35063,35014,35178,,,,,,
35059,35021,35173,,,,,,
35064,35016,35179,,,,,,
35065,35017,35176,,,,,,
35063,35018,35167,,,,,,
35062,35015,35165,,,,,,
35064,35015,35166,,,,,,
35062,35019,35169,,,,,,
35065,35020,35174,,,,,,
35066,35009,35165,,,,,,
35064,35009,35168,,,,,,
35064,35013,35165,,,,,,
35064,35027,35169,,,,,,
35059,35018,35167,,,,,,
35065,35016,35171,,,,,,
35065,35017,35170,,,,,,
35064,35021,35165,,,,,,
35064,35017,35166,,,,,,
35061,35011,35163,,,,,,
35059,35012,35166,,,,,,
35062,35014,35169,,,,,,
35064,35011,35170,,,,,,
35061,35017,35162,,,,,,
35059,35011,35172,,,,,,
35064,35017,35163,,,,,,
35064,35025,35167,,,,,,
35064,35022,35168,,,,,,
35065,35017,35168,,,,,,
35063,35018,35171,,,,,,
35066,35015,35171,,,,,,
35063,35010,35168,,,,,,
35069,35004,35163,,,,,,
35064,35010,35167,,,,,,
35061,35014,35168,,,,,,
35064,35014,35171,,,,,,
35058,35015,35166,,,,,,
35064,35017,35171,,,,,,
35060,35020,35172,,,,,,
35061,35017,35175,,,,,,
35060,35021,35174,,,,,,
35060,35019,35178,,,,,,
35066,35019,35170,,,,,,
35062,35018,35169,,,,,,
35064,35018,35169,,,,,,
35061,35022,35170,,,,,,
35063,35017,35173,,,,,,
35060,35019,35171,,,,,,
35059,35024,35168,,,,,,
35058,35021,35168,,,,,,
35062,35024,35169,,,,,,
35067,35020,35166,,,,,,
35065,35025,35161,,,,,,
35065,35016,35162,,,,,,
35061,35017,35163,,,,,,
35057,35014,35168,,,,,,
35061,35016,35165,,,,,,
35066,35019,35162,,,,,,
35061,35015,35164,,,,,,
35065,35014,35164,,,,,,
35055,35016,35173,,,,,,
35058,35018,35171,,,,,,
35056,35017,35170,,,,,,
35057,35018,35178,,,,,,
35057,35023,35171,,,,,,
35063,35016,35169,,,,,,
35061,35018,35174,,,,,,
35062,35013,35168,,,,,,
35066,35013,35170,,,,,,
35063,35018,35170,,,,,,
35059,35018,35163,,,,,,
35062,35019,35171,,,,,,
35066,35018,35168,,,,,,
35066,35013,35162,,,,,,
35064,35014,35164,,,,,,
35067,35019,35171,,,,,,
35064,35019,35178,,,,,,
35063,35013,35169,,,,,,
35063,35010,35169,,,,,,
35064,35015,35169,,,,,,
35063,35016,35171,,,,,,
35059,35018,35171,,,,,,
35064,35021,35171,,,,,,
35067,35016,35177,,,,,,
35063,35019,35174,,,,,,
35064,35017,35170,,,,,,
35062,35016,35171,,,,,,
35061,35017,35175,,,,,,
35063,35016,35170,,,,,,
35063,35014,35179,,,,,,
35061,35017,35163,,,,,,
35057,35014,35167,,,,,,
35063,35010,35165,,,,,,
35062,35017,35163,,,,,,
35061,35018,35165,,,,,,
35059,35020,35170,,,,,,
35066,35018,35165,,,,,,
35064,35019,35162,,,,,,
35066,35013,35170,,,,,,
35062,35009,35167,,,,,,
35061,35012,35168,,,,,,
35060,35016,35171,,,,,,
35062,35013,35171,,,,,,
35063,35015,35173,,,,,,
35060,35015,35168,,,,,,
35059,35008,35164,,,,,,
35058,35022,35162,,,,,,
35061,35027,35168,,,,,,
35060,35026,35163,,,,,,
35060,35022,35162,,,,,,
35061,35023,35164,,,,,,
35062,35018,35167,,,,,,
35059,35015,35170,,,,,,
35061,35019,35168,,,,,,
35065,35014,35160,,,,,,
35067,35016,35168,,,,,,
35074,35022,35166,,,,,,
35070,35019,35161,,,,,,
35063,35018,35171,,,,,,
35059,35013,35168,,,,,,
35059,35019,35170,,,,,,
35062,35025,35167,,,,,,
35064,35024,35168,,,,,,
35064,35023,35170,,,,,,
35064,35017,35170,,,,,,
35067,35013,35173,,,,,,
35063,35018,35174,,,,,,
35063,35022,35164,,,,,,
35061,35015,35168,,,,,,
35061,35018,35167,,,,,,
35061,35022,35165,,,,,,
35061,35017,35163,,,,,,
35062,35010,35162,,,,,,
35064,35014,35166,,,,,,
35059,35021,35168,,,,,,
35062,35019,35171,,,,,,
35064,35021,35168,,,,,,
35069,35023,35164,,,,,,
35064,35014,35166,,,,,,
35057,35019,35168,,,,,,
35058,35015,35170,,,,,,
35064,35019,35167,,,,,,
35061,35020,35167,,,,,,
35066,35019,35168,,,,,,
35062,35016,35170,,,,,,
35062,35017,35169,,,,,,
35063,35016,35169,,,,,,
35061,35013,35170,,,,,,
35061,35010,35163,,,,,,
35064,35019,35170,,,,,,
35064,35031,35173,,,,,,
35063,35026,35174,,,,,,
35060,35033,35169,,,,,,
35059,35023,35166,,,,,,
35063,35017,35155,,,,,,
35065,35019,35160,,,,,,
35063,35016,35170,,,,,,
35069,35016,35162,,,,,,
35063,35010,35166,,,,,,
35066,35016,35167,,,,,,
35060,35019,35170,,,,,,
35060,35022,35171,,,,,,
35058,35019,35166,,,,,,
35061,35026,35170,,,,,,
35065,35024,35173,,,,,,
35062,35022,35175,,,,,,
35065,35021,35172,,,,,,
35059,35017,35167,,,,,,
35062,35016,35165,,,,,,
35064,35013,35166,,,,,,
35062,35018,35171,,,,,,
35061,35021,35170,,,,,,
35059,35028,35165,,,,,,
35059,35029,35166,,,,,,
35060,35019,35166,,,,,,
35060,35020,35171,,,,,,
35061,35026,35171,,,,,,
35060,35024,35170,,,,,,
35061,35023,35166,,,,,,
35059,35022,35160,,,,,,
35062,35024,35166,,,,,,
35064,35023,35171,,,,,,
35063,35021,35166,,,,,,
35067,35021,35164,,,,,,
35062,35018,35168,,,,,,
35061,35016,35169,,,,,,
35065,35019,35170,,,,,,
35066,35018,35177,,,,,,
35066,35019,35171,,,,,,
35058,35021,35169,,,,,,
35064,35016,35170,,,,,,
35066,35009,35169,,,,,,
35065,35013,35163,,,,,,
35064,35017,35168,,,,,,
35064,35014,35167,,,,,,
35071,35018,35166,,,,,,
35068,35014,35169,,,,,,
35066,35022,35172,,,,,,
35065,35033,35161,,,,,,
35071,35027,35165,,,,,,
35065,35025,35168,,,,,,
35066,35029,35168,,,,,,
35061,35027,35169,,,,,,
35060,35019,35169,,,,,,
35061,35019,35171,,,,,,
35064,35020,35170,,,,,,
35067,35014,35170,,,,,,
35066,35019,35162,,,,,,
35059,35029,35162,,,,,,
35064,35032,35169,,,,,,
35067,35027,35170,,,,,,
35062,35024,35171,,,,,,
35061,35024,35172,,,,,,
35063,35021,35165,,,,,,
35064,35011,35167,,,,,,
35063,35014,35173,,,,,,
35062,35017,35164,,,,,,
35066,35020,35162,,,,,,
35064,35021,35169,,,,,,
35065,35015,35165,,,,,,
35062,35015,35168,,,,,,
35063,35016,35167,,,,,,
35067,35017,35166,,,,,,
35064,35027,35176,,,,,,
35066,35019,35166,,,,,,
35065,35021,35169,,,,,,
35063,35021,35174,,,,,,
35067,35015,35171,,,,,,
35062,35019,35173,,,,,,
35063,35017,35169,,,,,,
35064,35018,35171,,,,,,
35066,35032,35171,,,,,,
35068,35035,35173,,,,,,
35060,35024,35178,,,,,,
35067,35026,35176,,,,,,
35063,35024,35174,,,,,,
35062,35019,35171,,,,,,
35059,35028,35177,,,,,,
35061,35024,35163,,,,,,
35066,35026,35166,,,,,,
35063,35019,35176,,,,,,
35062,35019,35179,,,,,,
35064,35026,35179,,,,,,
35069,35026,35180,,,,,,
35064,35026,35173,,,,,,
35059,35027,35171,,,,,,
35063,35020,35172,,,,,,
35064,35029,35177,,,,,,
35063,35024,35167,,,,,,
35060,35027,35163,,,,,,
35066,35023,35168,,,,,,
35058,35023,35170,,,,,,
35064,35021,35168,,,,,,
35057,35024,35171,,,,,,
35064,35028,35171,,,,,,
35062,35030,35171,,,,,,
35065,35031,35173,,,,,,
35064,35023,35171,,,,,,
35061,35023,35169,,,,,,
35065,35014,35176,,,,,,
35064,35016,35173,,,,,,
35061,35019,35173,,,,,,
35066,35019,35173,,,,,,
35064,35017,35171,,,,,,
35067,35022,35172,,,,,,
35061,35029,35171,,,,,,
35067,35021,35168,,,,,,
35060,35027,35168,,,,,,
35064,35023,35162,,,,,,
35064,35016,35162,,,,,,
35065,35012,35173,,,,,,
35063,35011,35178,,,,,,
35064,35020,35177,,,,,,
35059,35018,35175,,,,,,
35061,35016,35173,,,,,,
35065,35019,35170,,,,,,
35065,35019,35173,,,,,,
35063,35029,35174,,,,,,
35066,35036,35176,,,,,,
35063,35031,35173,,,,,,
35064,35024,35177,,,,,,
35062,35027,35176,,,,,,
35061,35025,35170,,,,,,
35059,35030,35173,,,,,,
35053,35026,35170,,,,,,
35059,35022,35169,,,,,,
35058,35017,35177,,,,,,
35061,35033,35175,,,,,,
35055,35030,35176,,,,,,
35059,35018,35173,,,,,,
35062,35021,35180,,,,,,
35058,35018,35178,,,,,,
35061,35028,35180,,,,,,
35063,35020,35171,,,,,,
35059,35011,35172,,,,,,
35064,35018,35173,,,,,,
35067,35016,35170,,,,,,
35064,35018,35179,,,,,,
35063,35015,35176,,,,,,
35067,35014,35171,,,,,,
35071,35031,35174,,,,,,
35062,35030,35181,,,,,,
35060,35029,35175,,,,,,
35063,35021,35179,,,,,,
35063,35022,35174,,,,,,
35059,35024,35176,,,,,,
35059,35026,35178,,,,,,
35066,35024,35173,,,,,,
35059,35019,35171,,,,,,
35059,35028,35174,,,,,,
35057,35033,35178,,,,,,
35063,35037,35176,,,,,,
35068,35032,35176,,,,,,
35066,35026,35178,,,,,,
35064,35026,35178,,,,,,
35068,35022,35175,,,,,,
35067,35026,35175,,,,,,
35064,35029,35171,,,,,,
35063,35021,35174,,,,,,
35061,35017,35175,,,,,,
35063,35016,35170,,,,,,
35062,35022,35172,,,,,,
35064,35023,35170,,,,,,
35066,35021,35170,,,,,,
35064,35027,35173,,,,,,
35061,35022,35170,,,,,,
35063,35024,35170,,,,,,
35058,35018,35171,,,,,,
35059,35018,35167,,,,,,
35062,35024,35175,,,,,,
35062,35019,35179,,,,,,
35059,35022,35171,,,,,,
35059,35027,35169,,,,,,
35064,35019,35172,,,,,,
35058,35022,35179,,,,,,
35060,35017,35179,,,,,,
35059,35022,35182,,,,,,
35060,35023,35179,,,,,,
35066,35021,35174,,,,,,
35064,35026,35176,,,,,,
35061,35037,35177,,,,,,
35063,35024,35174,,,,,,
35067,35024,35173,,,,,,
35071,35024,35173,,,,,,
35064,35022,35173,,,,,,
35066,35019,35173,,,,,,
35056,35030,35174,,,,,,
35066,35026,35172,,,,,,
35061,35024,35177,,,,,,
35064,35016,35177,,,,,,
35063,35015,35174,,,,,,
35067,35010,35169,,,,,,
35067,35024,35176,,,,,,
35066,35020,35171,,,,,,
35066,35021,35170,,,,,,
35065,35018,35169,,,,,,
35072,35021,35172,,,,,,
35065,35020,35172,,,,,,
35066,35019,35172,,,,,,
35062,35021,35166,,,,,,
35064,35022,35167,,,,,,
35066,35027,35174,,,,,,
35059,35013,35171,,,,,,
35061,35022,35177,,,,,,
35065,35025,35170,,,,,,
35064,35025,35172,,,,,,
35057,35022,35174,,,,,,
35061,35030,35174,,,,,,
35061,35025,35169,,,,,,
35064,35024,35178,,,,,,
35062,35019,35172,,,,,,
35065,35023,35172,,,,,,
35066,35031,35170,,,,,,
35068,35026,35164,,,,,,
35062,35019,35167,,,,,,
35062,35016,35168,,,,,,
35063,35017,35172,,,,,,
35063,35021,35171,,,,,,
35068,35023,35167,,,,,,
35067,35027,35175,,,,,,
35070,35030,35173,,,,,,
35067,35024,35171,,,,,,
35061,35024,35168,,,,,,
35065,35019,35176,,,,,,
35066,35024,35169,,,,,,
35064,35018,35173,,,,,,
35062,35027,35175,,,,,,
35064,35023,35174,,,,,,
35063,35019,35174,,,,,,
35066,35022,35175,,,,,,
35069,35024,35173,,,,,,
35068,35020,35173,,,,,,
35061,35026,35170,,,,,,
35070,35026,35178,,,,,,
35070,35019,35179,,,,,,
35067,35019,35172,,,,,,
35066,35022,35170,,,,,,
35068,35020,35174,,,,,,
35059,35019,35172,,,,,,
35067,35016,35171,,,,,,
35064,35016,35176,,,,,,
35065,35021,35175,,,,,,
35063,35018,35174,,,,,,
35060,35019,35170,,,,,,
35058,35016,35171,,,,,,
35064,35019,35174,,,,,,
35066,35026,35173,,,,,,
35066,35025,35170,,,,,,
35061,35025,35171,,,,,,
35064,35022,35171,,,,,,
35060,35023,35178,,,,,,
35065,35025,35175,,,,,,
35066,35025,35174,,,,,,
35069,35025,35173,,,,,,
35062,35034,35174,,,,,,
35065,35034,35169,,,,,,
35062,35026,35175,,,,,,
35060,35027,35174,,,,,,
35060,35023,35170,,,,,,
35064,35016,35172,,,,,,
35062,35025,35176,,,,,,
35066,35023,35173,,,,,,
35067,35020,35173,,,,,,
35066,35029,35175,,,,,,
35064,35028,35175,,,,,,
35066,35022,35170,,,,,,
35069,35024,35174,,,,,,
35064,35025,35174,,,,,,
35064,35027,35179,,,,,,
35064,35021,35175,,,,,,
35066,35025,35173,,,,,,
35063,35019,35175,,,,,,
35063,35017,35169,,,,,,
35065,35024,35169,,,,,,
35060,35017,35173,,,,,,
35064,35018,35166,,,,,,
35065,35027,35173,,,,,,
35068,35030,35170,,,,,,
35067,35035,35172,,,,,,
35068,35030,35177,,,,,,
35066,35022,35179,,,,,,
35062,35021,35178,,,,,,
35063,35035,35169,,,,,,
35063,35029,35177,,,,,,
35061,35025,35172,,,,,,
35064,35020,35170,,,,,,
35059,35018,35175,,,,,,
35061,35031,35176,,,,,,
35060,35032,35174,,,,,,
35058,35027,35178,,,,,,
35064,35025,35173,,,,,,
35070,35024,35180,,,,,,
35067,35022,35174,,,,,,
35067,35014,35174,,,,,,
35059,35013,35165,,,,,,
35065,35021,35162,,,,,,
35065,35021,35171,,,,,,
35066,35021,35173,,,,,,
35064,35017,35175,,,,,,
35064,35027,35175,,,,,,
35067,35032,35178,,,,,,
35065,35027,35176,,,,,,
35065,35026,35178,,,,,,
35059,35018,35174,,,,,,
35060,35018,35173,,,,,,
35061,35017,35172,,,,,,
35066,35017,35178,,,,,,
35063,35019,35170,,,,,,
35061,35016,35178,,,,,,
35066,35023,35179,,,,,,
35057,35026,35178,,,,,,
35056,35027,35177,,,,,,
35057,35029,35177,,,,,,
35063,35031,35170,,,,,,
35060,35027,35170,,,,,,
35063,35026,35171,,,,,,
35064,35025,35174,,,,,,
35062,35019,35172,,,,,,
35061,35024,35170,,,,,,
35061,35018,35171,,,,,,
35061,35011,35168,,,,,,
35054,35019,35167,,,,,,
35059,35018,35170,,,,,,
35058,35018,35170,,,,,,
35059,35021,35178,,,,,,
35064,35019,35171,,,,,,
35074,35024,35169,,,,,,
35065,35027,35173,,,,,,
35067,35024,35170,,,,,,
35059,35026,35171,,,,,,
35066,35020,35170,,,,,,
35066,35016,35174,,,,,,
35063,35017,35175,,,,,,
35065,35014,35179,,,,,,
35060,35026,35174,,,,,,
35061,35032,35177,,,,,,
35058,35029,35174,,,,,,
35064,35023,35177,,,,,,
35056,35017,35182,,,,,,
35067,35011,35181,,,,,,
35063,35019,35175,,,,,,
35059,35019,35176,,,,,,
35060,35023,35169,,,,,,
35062,35024,35170,,,,,,
35061,35016,35172,,,,,,
35059,35019,35169,,,,,,
35051,35022,35175,,,,,,
35060,35023,35170,,,,,,
35059,35018,35170,,,,,,
35059,35017,35170,,,,,,
35072,35011,35168,,,,,,
35066,35013,35169,,,,,,
35062,35018,35162,,,,,,
35058,35016,35167,,,,,,
35064,35022,35170,,,,,,
35064,35017,35169,,,,,,
35060,35028,35172,,,,,,
35067,35034,35176,,,,,,
35065,35032,35172,,,,,,
35061,35024,35178,,,,,,
35061,35020,35174,,,,,,
35060,35019,35172,,,,,,
35064,35026,35171,,,,,,
35064,35023,35175,,,,,,
35063,35021,35171,,,,,,
35070,35030,35169,,,,,,
35061,35020,35167,,,,,,
35059,35027,35168,,,,,,
35061,35024,35170,,,,,,
35072,35027,35170,,,,,,
35066,35027,35169,,,,,,
35060,35028,35166,,,,,,
35066,35021,35170,,,,,,
35066,35011,35171,,,,,,
35061,35012,35173,,,,,,
35062,35017,35171,,,,,,
35062,35015,35170,,,,,,
35064,35018,35168,,,,,,
35067,35021,35165,,,,,,
35064,35018,35171,,,,,,
35061,35028,35173,,,,,,
35056,35030,35174,,,,,,
35063,35028,35173,,,,,,
35062,35033,35168,,,,,,
35064,35028,35174,,,,,,
35065,35025,35168,,,,,,
35064,35022,35171,,,,,,
35060,35020,35176,,,,,,
35062,35022,35170,,,,,,
35060,35021,35171,,,,,,
35064,35015,35165,,,,,,
35062,35019,35174,,,,,,
35064,35021,35171,,,,,,
35064,35023,35181,,,,,,
35059,35026,35171,,,,,,
35058,35023,35165,,,,,,
35063,35021,35169,,,,,,
35067,35015,35171,,,,,,
35065,35010,35170,,,,,,
35066,35015,35173,,,,,,
35062,35011,35170,,,,,,
35058,35022,35170,,,,,,
35062,35022,35178,,,,,,
35064,35028,35175,,,,,,
35064,35032,35166,,,,,,
35066,35027,35166,,,,,,
35065,35032,35169,,,,,,
35063,35014,35169,,,,,,
35061,35013,35165,,,,,,
35059,35014,35171,,,,,,
35061,35018,35174,,,,,,
35064,35019,35171,,,,,,
35065,35020,35165,,,,,,
35069,35021,35161,,,,,,
35064,35027,35166,,,,,,
35066,35030,35170,,,,,,
35062,35028,35175,,,,,,
35060,35023,35169,,,,,,
35063,35019,35166,,,,,,
35062,35014,35169,,,,,,
35062,35014,35169,,,,,,
35060,35014,35165,,,,,,
35061,35017,35163,,,,,,
35062,35022,35167,,,,,,
35057,35018,35169,,,,,,
35058,35019,35176,,,,,,
35068,35019,35174,,,,,,
35067,35020,35168,,,,,,
35067,35018,35161,,,,,,
35067,35017,35165,,,,,,
35065,35012,35168,,,,,,
35063,35007,35168,,,,,,
35067,35008,35169,,,,,,
35059,35021,35174,,,,,,
35064,35012,35178,,,,,,
35064,35028,35168,,,,,,
35069,35029,35172,,,,,,
35060,35027,35174,,,,,,
35062,35035,35166,,,,,,
35061,35031,35171,,,,,,
35063,35024,35171,,,,,,
35068,35024,35171,,,,,,
35064,35032,35177,,,,,,
35063,35028,35184,,,,,,
35062,35023,35169,,,,,,
35061,35019,35168,,,,,,
35064,35025,35170,,,,,,
35064,35021,35170,,,,,,
35065,35015,35167,,,,,,
35066,35022,35165,,,,,,
35064,35025,35169,,,,,,
35066,35023,35171,,,,,,
35066,35021,35171,,,,,,
35064,35013,35168,,,,,,
35064,35011,35165,,,,,,
35062,35010,35167,,,,,,
35064,35016,35174,,,,,,
35062,35016,35171,,,,,,
35063,35014,35174,,,,,,
35065,35016,35174,,,,,,
35065,35023,35173,,,,,,
35062,35019,35172,,,,,,
35063,35027,35175,,,,,,
35063,35026,35178,,,,,,
35068,35025,35176,,,,,,
35064,35027,35175,,,,,,
35064,35024,35174,,,,,,
35061,35018,35174,,,,,,
35062,35016,35179,,,,,,
35059,35015,35182,,,,,,
35055,35024,35168,,,,,,
35062,35027,35166,,,,,,
