CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1491373651000000,2017/04/05 15:27:31'000"000,10000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option
Channel 1,1,0,0,0,10.000000,-10.000000,0
Channel 2,2,1,0,0,10.000000,-10.000000,0
Channel 3,3,2,0,0,10.000000,-10.000000,0
Data
30842,30790,30844
30842,30793,30845
30843,30803,30842
30838,30798,30842
30835,30795,30845
30835,30797,30843
30839,30791,30838
30838,30797,30842
30838,30794,30844
30835,30793,30842
30844,30802,30845
30842,30799,30846
30843,30801,30845
30842,30804,30842
30848,30793,30841
30841,30801,30847
30845,30802,30842
30846,30803,30838
30842,30794,30835
30843,30786,30836
30845,30788,30845
30843,30792,30843
30840,30791,30841
30841,30790,30841
30841,30793,30836
30836,30798,30841
30840,30795,30841
30841,30797,30842
30841,30801,30843
30836,30797,30850
30834,30802,30847
30840,30799,30840
30841,30793,30844
30841,30795,30840
30843,30798,30842
30839,30797,30847
30842,30802,30843
30841,30804,30842
30840,30800,30839
30842,30795,30837
30847,30796,30848
30838,30792,30848
30842,30794,30846
30842,30801,30852
30841,30796,30849
30839,30792,30851
30843,30795,30844
30842,30794,30844
30838,30798,30844
30842,30799,30846
30842,30803,30846
30840,30800,30841
30843,30797,30838
30840,30801,30840
30837,30800,30839
30840,30794,30839
30838,30795,30839
30841,30794,30832
30840,30803,30837
30841,30800,30841
30840,30797,30845
30842,30799,30844
30840,30795,30842
30839,30797,30842
30841,30801,30839
30841,30798,30832
30842,30800,30845
30843,30791,30841
30838,30800,30848
30843,30795,30843
30846,30800,30842
30845,30798,30841
30842,30795,30846
30840,30789,30848
30841,30797,30843
30837,30797,30840
30840,30800,30835
30843,30793,30845
30847,30793,30844
30845,30790,30841
30845,30794,30840
30844,30797,30838
30842,30802,30833
30838,30801,30834
30842,30795,30845
30843,30790,30839
30840,30796,30845
30835,30792,30842
30842,30794,30839
30840,30795,30841
30846,30792,30843
30839,30795,30842
30842,30792,30840
30836,30796,30848
30838,30797,30842
30839,30792,30839
30838,30792,30842
30841,30802,30846
30844,30792,30848
30840,30794,30841
30845,30794,30844
30842,30792,30846
30845,30800,30841
30844,30798,30844
30846,30797,30841
30843,30798,30841
30843,30799,30844
30840,30793,30846
30843,30790,30845
30835,30796,30841
30838,30793,30838
30841,30794,30846
30845,30795,30839
30841,30797,30844
30844,30796,30842
30842,30792,30840
30839,30796,30832
30845,30790,30843
30843,30785,30841
30847,30788,30837
30845,30793,30841
30836,30793,30836
30842,30787,30839
30840,30786,30838
30839,30794,30844
30841,30801,30841
30841,30797,30841
30839,30800,30838
30839,30799,30833
30842,30797,30836
30840,30797,30835
30840,30795,30843
30839,30789,30839
30838,30793,30842
30838,30795,30843
30840,30792,30838
30840,30801,30838
30839,30796,30834
30835,30798,30839
30842,30799,30842
30838,30796,30848
30842,30788,30841
30838,30781,30847
30840,30784,30848
30845,30790,30846
30842,30791,30841
30844,30786,30834
30839,30790,30840
30840,30796,30840
30842,30795,30844
30843,30802,30848
30841,30796,30848
30840,30794,30842
30843,30798,30836
30842,30800,30841
30838,30796,30845
30835,30788,30842
30844,30794,30844
30842,30793,30837
30841,30794,30840
30838,30800,30845
30845,30799,30842
30843,30795,30847
30839,30788,30845
30847,30784,30840
30845,30792,30842
30841,30794,30838
30841,30792,30846
30844,30793,30845
30840,30796,30842
30838,30797,30849
30842,30798,30848
30841,30795,30840
30838,30803,30840
30842,30805,30840
30848,30801,30842
30840,30794,30838
30844,30795,30836
30842,30796,30833
30839,30794,30837
30836,30797,30839
30840,30802,30845
30837,30794,30840
30840,30796,30837
30839,30800,30845
30835,30796,30842
30835,30796,30844
30842,30800,30842
30837,30803,30844
30837,30800,30842
30840,30801,30842
30841,30796,30842
30836,30796,30845
30837,30797,30838
30840,30797,30842
30844,30795,30841
30841,30794,30849
30847,30792,30846
30840,30788,30841
30838,30788,30836
30839,30798,30836
30842,30791,30838
30840,30801,30840
30840,30805,30842
30837,30807,30833
30841,30799,30838
30840,30798,30833
30842,30797,30840
30846,30796,30841
30838,30794,30836
30840,30802,30841
30839,30797,30844
30839,30797,30842
30845,30799,30845
30841,30798,30842
30840,30796,30839
30842,30802,30840
30842,30796,30840
30841,30795,30835
30840,30798,30835
30839,30790,30842
30842,30793,30840
30840,30792,30838
30841,30791,30837
30846,30792,30839
30845,30797,30842
30846,30792,30840
30840,30790,30843
30846,30796,30838
30847,30797,30837
30841,30793,30840
30835,30796,30840
30837,30792,30840
30841,30800,30840
30844,30794,30834
30839,30796,30838
30838,30798,30836
30842,30795,30842
30842,30793,30833
30844,30790,30842
30846,30789,30843
30837,30789,30838
30841,30787,30840
30838,30788,30841
30840,30792,30840
30839,30794,30845
30843,30796,30851
30841,30795,30851
30841,30792,30843
30842,30792,30842
30843,30795,30848
30839,30793,30846
30839,30794,30844
30838,30800,30844
30845,30799,30839
30842,30800,30842
30841,30793,30847
30840,30802,30844
30840,30800,30848
30840,30794,30839
30842,30796,30840
30839,30795,30841
30841,30791,30845
30841,30789,30843
30837,30797,30842
30841,30799,30843
30838,30794,30840
30841,30792,30842
30839,30793,30846
30841,30789,30844
30842,30796,30847
30841,30797,30841
30844,30798,30840
30844,30795,30841
30842,30792,30844
30842,30791,30838
30843,30795,30848
30839,30793,30842
30839,30792,30838
30842,30795,30837
30842,30795,30843
30840,30801,30843
30839,30802,30839
30841,30799,30842
30838,30795,30841
30839,30791,30842
30844,30794,30843
30839,30798,30847
30834,30794,30846
30841,30794,30844
30840,30798,30848
30846,30798,30844
30839,30793,30838
30840,30796,30846
30834,30795,30842
30837,30797,30843
30836,30793,30840
30842,30799,30838
30841,30795,30845
30837,30791,30843
30839,30790,30840
30841,30794,30842
30837,30799,30841
30840,30795,30841
30842,30799,30840
30839,30796,30835
30837,30793,30837
30842,30792,30840
30841,30798,30840
30838,30800,30838
30843,30804,30838
30841,30799,30843
30838,30791,30842
30841,30791,30844
30840,30797,30849
30838,30795,30844
30839,30792,30842
30839,30793,30842
30840,30790,30845
30840,30787,30840
30839,30788,30841
30836,30792,30838
30840,30794,30839
30838,30798,30836
30842,30796,30837
30838,30798,30838
30842,30798,30837
30841,30800,30844
30839,30798,30849
30840,30796,30846
30841,30794,30843
30842,30804,30843
30840,30805,30845
30842,30796,30840
30841,30796,30844
30839,30792,30842
30845,30791,30846
30842,30793,30843
30836,30795,30841
30838,30794,30834
30841,30787,30834
30841,30793,30840
30841,30793,30842
30843,30793,30843
30842,30795,30840
30842,30788,30837
30840,30795,30836
30841,30794,30840
30846,30797,30847
30846,30791,30842
30840,30792,30849
30844,30797,30849
30844,30792,30850
30842,30802,30842
30844,30797,30842
30843,30797,30842
30841,30794,30841
30841,30795,30841
30838,30802,30837
30841,30803,30835
30847,30799,30842
30846,30802,30845
