CONTEC DATA LOGGER,,,,,,,,
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1.49137E+15,"2017/04/05 15:20:26'000""000",10000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option,
Channel 1,1,0,0,0,10,-10,0,
Channel 2,2,1,0,0,10,-10,0,
Channel 3,3,2,0,0,10,-10,0,
Data,,,,,35398.1061,35358.7681,35532.8537,
35399,35357,35533,,,,,,
35397,35359,35534,,,,,,
35403,35359,35531,,,,,,
35399,35358,35533,,,,,,
35398,35357,35529,,,,,,
35402,35361,35532,,,,,,
35404,35360,35533,,,,,,
35402,35359,35532,,,,,,
35401,35355,35535,,,,,,
35403,35356,35531,,,,,,
35401,35361,35534,,,,,,
35396,35361,35544,,,,,,
35397,35352,35543,,,,,,
35398,35356,35539,,,,,,
35399,35355,35539,,,,,,
35401,35355,35535,,,,,,
35400,35356,35533,,,,,,
35399,35354,35533,,,,,,
35403,35359,35540,,,,,,
35407,35354,35533,,,,,,
35400,35347,35531,,,,,,
35400,35356,35528,,,,,,
35401,35356,35536,,,,,,
35401,35359,35536,,,,,,
35397,35356,35531,,,,,,
35398,35360,35534,,,,,,
35392,35355,35532,,,,,,
35392,35357,35534,,,,,,
35396,35357,35537,,,,,,
35396,35356,35533,,,,,,
35397,35351,35540,,,,,,
35396,35352,35532,,,,,,
35400,35353,35536,,,,,,
35402,35358,35531,,,,,,
35398,35360,35532,,,,,,
35401,35358,35531,,,,,,
35401,35365,35540,,,,,,
35400,35357,35530,,,,,,
35400,35352,35533,,,,,,
35399,35357,35531,,,,,,
35397,35356,35532,,,,,,
35400,35356,35533,,,,,,
35399,35362,35530,,,,,,
35407,35359,35527,,,,,,
35402,35359,35527,,,,,,
35400,35356,35527,,,,,,
35402,35354,35529,,,,,,
35402,35350,35530,,,,,,
35399,35350,35532,,,,,,
35397,35353,35536,,,,,,
35400,35355,35532,,,,,,
35398,35359,35528,,,,,,
35398,35365,35528,,,,,,
35401,35357,35532,,,,,,
35400,35349,35534,,,,,,
35397,35350,35533,,,,,,
35397,35356,35536,,,,,,
35398,35362,35534,,,,,,
35397,35350,35527,,,,,,
35400,35360,35526,,,,,,
35397,35353,35522,,,,,,
35394,35356,35526,,,,,,
35397,35360,35526,,,,,,
35405,35357,35524,,,,,,
35397,35360,35532,,,,,,
35398,35358,35537,,,,,,
35401,35353,35527,,,,,,
35398,35361,35528,,,,,,
35402,35367,35528,,,,,,
35406,35358,35534,,,,,,
35398,35363,35536,,,,,,
35404,35360,35539,,,,,,
35401,35359,35535,,,,,,
35398,35363,35535,,,,,,
35396,35361,35535,,,,,,
35396,35352,35535,,,,,,
35398,35351,35534,,,,,,
35399,35355,35540,,,,,,
35400,35358,35533,,,,,,
35398,35352,35536,,,,,,
35396,35349,35533,,,,,,
35402,35351,35532,,,,,,
35397,35350,35528,,,,,,
35399,35353,35525,,,,,,
35398,35348,35520,,,,,,
35395,35358,35530,,,,,,
35398,35359,35532,,,,,,
35396,35360,35531,,,,,,
35400,35355,35535,,,,,,
35397,35351,35538,,,,,,
35400,35356,35537,,,,,,
35401,35356,35532,,,,,,
35404,35358,35534,,,,,,
35398,35362,35533,,,,,,
35400,35360,35534,,,,,,
35400,35360,35535,,,,,,
35401,35348,35538,,,,,,
35400,35350,35526,,,,,,
35400,35348,35533,,,,,,
35394,35352,35532,,,,,,
35400,35357,35529,,,,,,
35398,35360,35528,,,,,,
35398,35356,35532,,,,,,
35397,35356,35532,,,,,,
35397,35348,35535,,,,,,
35400,35352,35533,,,,,,
35400,35349,35532,,,,,,
35399,35355,35533,,,,,,
35396,35352,35536,,,,,,
35400,35363,35534,,,,,,
35398,35357,35535,,,,,,
35397,35357,35535,,,,,,
35393,35356,35536,,,,,,
35396,35355,35542,,,,,,
35397,35358,35532,,,,,,
35397,35362,35534,,,,,,
35401,35358,35532,,,,,,
35403,35356,35535,,,,,,
35397,35357,35532,,,,,,
35398,35358,35540,,,,,,
35400,35359,35533,,,,,,
35396,35361,35532,,,,,,
35394,35361,35530,,,,,,
35400,35358,35525,,,,,,
35397,35357,35538,,,,,,
35391,35353,35540,,,,,,
35393,35355,35540,,,,,,
35396,35355,35538,,,,,,
35394,35360,35532,,,,,,
35397,35364,35534,,,,,,
35401,35367,35539,,,,,,
35400,35364,35536,,,,,,
35398,35359,35540,,,,,,
35403,35361,35532,,,,,,
35398,35357,35533,,,,,,
35395,35354,35538,,,,,,
35399,35355,35533,,,,,,
35396,35366,35536,,,,,,
35398,35362,35534,,,,,,
35397,35356,35528,,,,,,
35392,35347,35538,,,,,,
35399,35352,35540,,,,,,
35397,35345,35538,,,,,,
35397,35362,35531,,,,,,
35393,35363,35536,,,,,,
35396,35362,35533,,,,,,
35396,35369,35532,,,,,,
35399,35361,35534,,,,,,
35399,35357,35539,,,,,,
35395,35363,35536,,,,,,
35397,35355,35536,,,,,,
35400,35357,35540,,,,,,
35399,35357,35538,,,,,,
35404,35357,35536,,,,,,
35400,35356,35536,,,,,,
35402,35351,35529,,,,,,
35400,35357,35532,,,,,,
35394,35357,35538,,,,,,
35397,35354,35534,,,,,,
35399,35354,35534,,,,,,
35397,35348,35534,,,,,,
35400,35345,35536,,,,,,
35396,35359,35539,,,,,,
35400,35354,35537,,,,,,
35398,35353,35534,,,,,,
35399,35352,35534,,,,,,
35401,35365,35536,,,,,,
35407,35366,35534,,,,,,
35408,35359,35532,,,,,,
35404,35359,35535,,,,,,
35396,35361,35533,,,,,,
35394,35355,35536,,,,,,
35400,35354,35537,,,,,,
35403,35351,35537,,,,,,
35400,35354,35528,,,,,,
35399,35360,35533,,,,,,
35399,35356,35533,,,,,,
35396,35357,35534,,,,,,
35399,35356,35526,,,,,,
35403,35354,35524,,,,,,
35405,35359,35525,,,,,,
35406,35354,35538,,,,,,
35402,35357,35536,,,,,,
35399,35356,35534,,,,,,
35397,35350,35538,,,,,,
35395,35355,35533,,,,,,
35396,35356,35537,,,,,,
35397,35350,35536,,,,,,
35393,35350,35532,,,,,,
35393,35356,35524,,,,,,
35392,35353,35527,,,,,,
35398,35354,35530,,,,,,
35395,35360,35536,,,,,,
35397,35357,35533,,,,,,
35399,35356,35538,,,,,,
35398,35356,35535,,,,,,
35401,35361,35529,,,,,,
35400,35361,35529,,,,,,
35399,35353,35529,,,,,,
35400,35355,35531,,,,,,
35401,35352,35531,,,,,,
35401,35361,35533,,,,,,
35397,35369,35530,,,,,,
35396,35362,35531,,,,,,
35398,35361,35534,,,,,,
35400,35356,35527,,,,,,
35401,35356,35528,,,,,,
35398,35350,35530,,,,,,
35400,35356,35529,,,,,,
35397,35359,35538,,,,,,
35399,35360,35535,,,,,,
35396,35358,35537,,,,,,
35400,35358,35527,,,,,,
35401,35361,35535,,,,,,
35398,35362,35538,,,,,,
35401,35362,35537,,,,,,
35400,35360,35538,,,,,,
35396,35357,35535,,,,,,
35394,35355,35533,,,,,,
35401,35352,35531,,,,,,
35399,35355,35524,,,,,,
35401,35354,35532,,,,,,
35404,35354,35528,,,,,,
35400,35349,35534,,,,,,
35404,35363,35527,,,,,,
35403,35360,35531,,,,,,
35400,35358,35531,,,,,,
35400,35355,35528,,,,,,
35403,35358,35531,,,,,,
35401,35351,35532,,,,,,
35397,35357,35537,,,,,,
35400,35354,35533,,,,,,
35399,35367,35533,,,,,,
35399,35364,35532,,,,,,
35394,35358,35528,,,,,,
35396,35353,35525,,,,,,
35396,35357,35535,,,,,,
35395,35359,35535,,,,,,
35395,35356,35535,,,,,,
35400,35356,35533,,,,,,
35400,35356,35527,,,,,,
35399,35345,35531,,,,,,
35396,35348,35528,,,,,,
35395,35351,35531,,,,,,
35396,35346,35537,,,,,,
35393,35353,35526,,,,,,
35401,35360,35529,,,,,,
35397,35356,35523,,,,,,
35395,35352,35521,,,,,,
35405,35353,35528,,,,,,
35405,35358,35529,,,,,,
35397,35358,35532,,,,,,
35400,35359,35535,,,,,,
35405,35354,35532,,,,,,
35402,35355,35531,,,,,,
35400,35369,35535,,,,,,
35402,35359,35528,,,,,,
35395,35357,35526,,,,,,
35396,35350,35526,,,,,,
35397,35357,35529,,,,,,
35397,35349,35527,,,,,,
35396,35348,35524,,,,,,
35399,35349,35530,,,,,,
35400,35349,35529,,,,,,
35395,35347,35529,,,,,,
35399,35352,35526,,,,,,
35400,35353,35532,,,,,,
35398,35353,35533,,,,,,
35401,35351,35525,,,,,,
35399,35361,35533,,,,,,
35398,35357,35535,,,,,,
35396,35356,35533,,,,,,
35396,35356,35531,,,,,,
35400,35362,35527,,,,,,
35396,35361,35529,,,,,,
35398,35361,35532,,,,,,
35401,35359,35526,,,,,,
35400,35359,35529,,,,,,
35399,35350,35527,,,,,,
35396,35352,35531,,,,,,
35396,35361,35535,,,,,,
35402,35359,35530,,,,,,
35396,35355,35534,,,,,,
35391,35358,35530,,,,,,
35394,35356,35528,,,,,,
35396,35357,35529,,,,,,
35399,35357,35528,,,,,,
35394,35353,35532,,,,,,
35399,35348,35528,,,,,,
35398,35348,35532,,,,,,
35398,35356,35536,,,,,,
35398,35360,35534,,,,,,
35398,35360,35537,,,,,,
35400,35361,35529,,,,,,
35399,35358,35527,,,,,,
35395,35361,35534,,,,,,
35399,35360,35535,,,,,,
35401,35359,35527,,,,,,
35398,35355,35525,,,,,,
35401,35358,35534,,,,,,
35399,35356,35526,,,,,,
35399,35346,35535,,,,,,
35398,35352,35532,,,,,,
35398,35357,35535,,,,,,
35397,35359,35528,,,,,,
35401,35358,35529,,,,,,
35399,35359,35528,,,,,,
35398,35356,35530,,,,,,
35392,35361,35526,,,,,,
35394,35365,35528,,,,,,
35404,35366,35532,,,,,,
35396,35357,35533,,,,,,
35397,35362,35530,,,,,,
35401,35363,35532,,,,,,
35403,35361,35530,,,,,,
35401,35359,35533,,,,,,
35397,35351,35532,,,,,,
35398,35356,35529,,,,,,
35399,35363,35533,,,,,,
35400,35362,35533,,,,,,
35397,35357,35531,,,,,,
35396,35354,35527,,,,,,
35398,35361,35523,,,,,,
35400,35350,35524,,,,,,
35399,35348,35528,,,,,,
35399,35348,35526,,,,,,
35396,35350,35533,,,,,,
35402,35366,35532,,,,,,
35398,35356,35534,,,,,,
35401,35359,35533,,,,,,
35400,35358,35527,,,,,,
35398,35356,35528,,,,,,
35396,35356,35531,,,,,,
35400,35355,35533,,,,,,
35400,35359,35533,,,,,,
35398,35358,35534,,,,,,
35402,35354,35533,,,,,,
35404,35357,35534,,,,,,
35399,35355,35534,,,,,,
35399,35352,35531,,,,,,
35396,35356,35523,,,,,,
35394,35357,35526,,,,,,
35392,35359,35532,,,,,,
35395,35360,35532,,,,,,
35393,35356,35526,,,,,,
35397,35351,35525,,,,,,
35396,35356,35528,,,,,,
35401,35353,35532,,,,,,
35396,35352,35528,,,,,,
35399,35356,35533,,,,,,
35396,35358,35533,,,,,,
35400,35358,35528,,,,,,
35397,35364,35539,,,,,,
35405,35361,35536,,,,,,
35401,35350,35528,,,,,,
35396,35353,35530,,,,,,
35399,35360,35524,,,,,,
35396,35348,35527,,,,,,
35397,35357,35527,,,,,,
35396,35352,35525,,,,,,
35402,35354,35525,,,,,,
35400,35354,35526,,,,,,
35401,35364,35533,,,,,,
35396,35370,35532,,,,,,
35396,35358,35530,,,,,,
35403,35362,35529,,,,,,
35396,35364,35532,,,,,,
35397,35359,35528,,,,,,
35397,35359,35530,,,,,,
35392,35369,35533,,,,,,
35391,35361,35528,,,,,,
35397,35356,35527,,,,,,
35390,35348,35530,,,,,,
35397,35356,35528,,,,,,
35398,35356,35534,,,,,,
35400,35358,35528,,,,,,
35401,35361,35529,,,,,,
35397,35356,35530,,,,,,
35394,35360,35532,,,,,,
35396,35360,35529,,,,,,
35399,35356,35520,,,,,,
35403,35351,35527,,,,,,
35402,35353,35538,,,,,,
35397,35353,35533,,,,,,
35397,35353,35530,,,,,,
35402,35356,35528,,,,,,
35401,35356,35533,,,,,,
35400,35357,35532,,,,,,
35398,35362,35529,,,,,,
35400,35360,35530,,,,,,
35397,35355,35535,,,,,,
35396,35349,35535,,,,,,
35402,35358,35538,,,,,,
35400,35357,35527,,,,,,
35400,35352,35530,,,,,,
35398,35350,35528,,,,,,
35395,35357,35527,,,,,,
35396,35356,35525,,,,,,
35393,35361,35530,,,,,,
35399,35360,35530,,,,,,
35397,35353,35525,,,,,,
35398,35354,35531,,,,,,
35399,35353,35534,,,,,,
35403,35355,35529,,,,,,
35400,35358,35530,,,,,,
35394,35351,35531,,,,,,
35397,35356,35528,,,,,,
35390,35364,35532,,,,,,
35396,35355,35535,,,,,,
35395,35360,35535,,,,,,
35396,35354,35534,,,,,,
35393,35357,35535,,,,,,
35400,35357,35530,,,,,,
35399,35356,35526,,,,,,
35402,35357,35528,,,,,,
35404,35360,35528,,,,,,
35404,35360,35534,,,,,,
35398,35358,35528,,,,,,
35396,35353,35530,,,,,,
35400,35350,35528,,,,,,
35406,35354,35526,,,,,,
35404,35358,35533,,,,,,
35399,35356,35527,,,,,,
35397,35351,35537,,,,,,
35404,35353,35528,,,,,,
35403,35356,35525,,,,,,
35398,35356,35526,,,,,,
35401,35351,35524,,,,,,
35397,35361,35527,,,,,,
35398,35355,35532,,,,,,
35395,35356,35528,,,,,,
35400,35356,35532,,,,,,
35398,35356,35536,,,,,,
35403,35359,35528,,,,,,
35404,35351,35529,,,,,,
35400,35353,35527,,,,,,
35400,35358,35535,,,,,,
35399,35357,35528,,,,,,
35396,35356,35527,,,,,,
35397,35352,35530,,,,,,
35404,35353,35524,,,,,,
35402,35359,35529,,,,,,
35400,35355,35533,,,,,,
35400,35352,35535,,,,,,
35398,35356,35533,,,,,,
35402,35356,35530,,,,,,
35400,35352,35530,,,,,,
35400,35350,35530,,,,,,
35401,35358,35535,,,,,,
35401,35352,35530,,,,,,
35398,35358,35528,,,,,,
35398,35357,35528,,,,,,
35396,35352,35532,,,,,,
35401,35351,35528,,,,,,
35399,35351,35532,,,,,,
35396,35352,35531,,,,,,
35396,35355,35532,,,,,,
35399,35358,35529,,,,,,
35401,35359,35528,,,,,,
35401,35360,35530,,,,,,
35408,35360,35529,,,,,,
35403,35349,35525,,,,,,
35403,35357,35522,,,,,,
35402,35349,35529,,,,,,
35400,35351,35534,,,,,,
35399,35356,35531,,,,,,
35402,35350,35529,,,,,,
35406,35361,35529,,,,,,
35401,35361,35533,,,,,,
35399,35355,35532,,,,,,
35397,35349,35531,,,,,,
35408,35354,35527,,,,,,
35398,35354,35538,,,,,,
35400,35354,35532,,,,,,
35391,35359,35528,,,,,,
35394,35357,35528,,,,,,
35400,35357,35531,,,,,,
35396,35362,35532,,,,,,
35393,35361,35530,,,,,,
35395,35357,35528,,,,,,
35400,35356,35530,,,,,,
35392,35354,35528,,,,,,
35396,35359,35530,,,,,,
35401,35354,35533,,,,,,
35396,35348,35530,,,,,,
35401,35356,35528,,,,,,
35399,35359,35520,,,,,,
35404,35366,35526,,,,,,
35399,35366,35529,,,,,,
35400,35360,35527,,,,,,
35393,35361,35528,,,,,,
35398,35355,35534,,,,,,
35397,35363,35528,,,,,,
35401,35358,35532,,,,,,
35398,35356,35532,,,,,,
35399,35353,35529,,,,,,
35399,35361,35532,,,,,,
35399,35349,35525,,,,,,
35400,35356,35525,,,,,,
35401,35352,35531,,,,,,
35404,35358,35532,,,,,,
35401,35364,35526,,,,,,
35398,35361,35528,,,,,,
35397,35361,35531,,,,,,
35400,35359,35531,,,,,,
35396,35359,35531,,,,,,
35395,35350,35527,,,,,,
35394,35348,35531,,,,,,
35398,35345,35533,,,,,,
35396,35351,35526,,,,,,
35393,35353,35531,,,,,,
35396,35350,35533,,,,,,
35397,35354,35530,,,,,,
35400,35357,35532,,,,,,
35394,35353,35536,,,,,,
35399,35354,35536,,,,,,
35393,35356,35532,,,,,,
35396,35357,35532,,,,,,
35399,35355,35528,,,,,,
35404,35363,35526,,,,,,
35400,35355,35523,,,,,,
35406,35358,35524,,,,,,
35400,35358,35526,,,,,,
35397,35351,35530,,,,,,
35398,35354,35528,,,,,,
35398,35359,35527,,,,,,
35404,35362,35532,,,,,,
35399,35364,35528,,,,,,
35396,35369,35532,,,,,,
35395,35361,35532,,,,,,
35402,35356,35538,,,,,,
35398,35351,35535,,,,,,
35406,35352,35527,,,,,,
35402,35357,35523,,,,,,
35400,35358,35528,,,,,,
35403,35359,35527,,,,,,
35400,35356,35529,,,,,,
35400,35359,35533,,,,,,
35401,35356,35528,,,,,,
35399,35353,35535,,,,,,
35404,35345,35531,,,,,,
35402,35347,35527,,,,,,
35405,35346,35527,,,,,,
35402,35352,35526,,,,,,
35405,35353,35526,,,,,,
35396,35357,35525,,,,,,
35398,35352,35525,,,,,,
35407,35357,35525,,,,,,
35402,35362,35525,,,,,,
35402,35360,35532,,,,,,
35399,35363,35538,,,,,,
35403,35358,35536,,,,,,
35397,35360,35537,,,,,,
35399,35362,35532,,,,,,
35396,35361,35537,,,,,,
35400,35360,35535,,,,,,
35398,35359,35531,,,,,,
35398,35349,35526,,,,,,
35398,35352,35527,,,,,,
35398,35351,35528,,,,,,
35400,35357,35532,,,,,,
35399,35359,35524,,,,,,
35398,35354,35524,,,,,,
35397,35351,35528,,,,,,
35401,35347,35530,,,,,,
35403,35344,35533,,,,,,
35404,35352,35532,,,,,,
35399,35352,35534,,,,,,
35399,35351,35531,,,,,,
35401,35350,35527,,,,,,
35405,35355,35537,,,,,,
35400,35356,35537,,,,,,
35398,35356,35535,,,,,,
35396,35356,35534,,,,,,
35397,35356,35535,,,,,,
35396,35350,35535,,,,,,
35398,35353,35530,,,,,,
35402,35356,35534,,,,,,
35400,35356,35535,,,,,,
35400,35350,35530,,,,,,
35404,35357,35527,,,,,,
35398,35356,35528,,,,,,
35406,35353,35527,,,,,,
35404,35363,35532,,,,,,
35401,35364,35531,,,,,,
35399,35357,35528,,,,,,
35394,35356,35525,,,,,,
35401,35346,35524,,,,,,
35395,35354,35530,,,,,,
35402,35356,35525,,,,,,
35398,35356,35529,,,,,,
35400,35356,35530,,,,,,
35401,35359,35525,,,,,,
35406,35356,35529,,,,,,
35401,35351,35531,,,,,,
35397,35351,35528,,,,,,
35399,35356,35532,,,,,,
35404,35356,35532,,,,,,
35404,35356,35531,,,,,,
35395,35354,35533,,,,,,
35398,35357,35532,,,,,,
35400,35351,35528,,,,,,
35399,35356,35525,,,,,,
35396,35360,35528,,,,,,
35395,35364,35525,,,,,,
35396,35358,35532,,,,,,
35402,35354,35529,,,,,,
35402,35354,35524,,,,,,
35405,35356,35526,,,,,,
35397,35358,35534,,,,,,
35400,35361,35535,,,,,,
35396,35366,35535,,,,,,
35393,35365,35531,,,,,,
35396,35369,35540,,,,,,
35393,35359,35534,,,,,,
35400,35357,35535,,,,,,
35396,35356,35534,,,,,,
35405,35356,35528,,,,,,
35404,35351,35528,,,,,,
35405,35360,35528,,,,,,
35397,35361,35528,,,,,,
35402,35353,35524,,,,,,
35404,35353,35531,,,,,,
35402,35353,35529,,,,,,
35402,35355,35532,,,,,,
35400,35360,35531,,,,,,
35401,35355,35530,,,,,,
35396,35357,35528,,,,,,
35398,35360,35528,,,,,,
35404,35357,35529,,,,,,
35400,35361,35534,,,,,,
35402,35362,35539,,,,,,
35402,35357,35529,,,,,,
35400,35356,35531,,,,,,
35399,35360,35535,,,,,,
35400,35362,35529,,,,,,
35398,35362,35529,,,,,,
35397,35365,35530,,,,,,
35398,35359,35528,,,,,,
35397,35356,35527,,,,,,
35396,35356,35535,,,,,,
35396,35354,35535,,,,,,
35397,35362,35534,,,,,,
35397,35367,35538,,,,,,
35392,35361,35538,,,,,,
35394,35355,35532,,,,,,
35401,35357,35531,,,,,,
35406,35353,35530,,,,,,
35402,35352,35535,,,,,,
35402,35353,35530,,,,,,
35396,35355,35533,,,,,,
35404,35351,35529,,,,,,
35399,35351,35525,,,,,,
35401,35351,35530,,,,,,
35397,35355,35528,,,,,,
35401,35354,35533,,,,,,
35398,35356,35531,,,,,,
35403,35363,35529,,,,,,
35396,35359,35532,,,,,,
35393,35360,35527,,,,,,
35399,35354,35529,,,,,,
35396,35357,35531,,,,,,
35394,35361,35530,,,,,,
35399,35361,35536,,,,,,
35399,35361,35532,,,,,,
35396,35356,35534,,,,,,
35393,35356,35535,,,,,,
35396,35357,35531,,,,,,
35400,35359,35532,,,,,,
35402,35361,35524,,,,,,
35403,35362,35530,,,,,,
35397,35361,35535,,,,,,
35401,35361,35531,,,,,,
35402,35368,35528,,,,,,
35401,35360,35532,,,,,,
35402,35352,35533,,,,,,
35404,35350,35531,,,,,,
35399,35350,35532,,,,,,
35397,35352,35532,,,,,,
35389,35349,35533,,,,,,
35392,35353,35523,,,,,,
35392,35354,35531,,,,,,
35399,35357,35536,,,,,,
35399,35349,35534,,,,,,
35397,35357,35535,,,,,,
35394,35356,35529,,,,,,
35399,35358,35529,,,,,,
35396,35359,35534,,,,,,
35399,35364,35532,,,,,,
35394,35364,35532,,,,,,
35394,35356,35532,,,,,,
35399,35358,35529,,,,,,
35400,35358,35526,,,,,,
35398,35355,35532,,,,,,
35398,35353,35532,,,,,,
35399,35352,35526,,,,,,
35398,35354,35526,,,,,,
35400,35356,35532,,,,,,
35396,35356,35529,,,,,,
35402,35357,35534,,,,,,
35396,35353,35531,,,,,,
35401,35354,35529,,,,,,
35392,35354,35526,,,,,,
35394,35349,35526,,,,,,
35397,35352,35529,,,,,,
35398,35350,35525,,,,,,
35395,35353,35527,,,,,,
35397,35352,35529,,,,,,
35397,35358,35529,,,,,,
35396,35368,35532,,,,,,
35398,35359,35538,,,,,,
35397,35360,35531,,,,,,
35396,35355,35522,,,,,,
35396,35363,35534,,,,,,
35396,35361,35525,,,,,,
35396,35366,35532,,,,,,
35399,35362,35533,,,,,,
35395,35353,35537,,,,,,
35399,35354,35535,,,,,,
35392,35354,35528,,,,,,
35391,35352,35527,,,,,,
35396,35353,35531,,,,,,
35396,35354,35530,,,,,,
35400,35355,35536,,,,,,
35398,35357,35530,,,,,,
35396,35349,35526,,,,,,
35396,35356,35528,,,,,,
35400,35349,35527,,,,,,
35401,35349,35529,,,,,,
35400,35351,35530,,,,,,
35401,35356,35533,,,,,,
35401,35362,35532,,,,,,
35399,35361,35534,,,,,,
35402,35355,35533,,,,,,
35398,35351,35536,,,,,,
35400,35354,35532,,,,,,
35399,35357,35527,,,,,,
35396,35363,35528,,,,,,
35397,35359,35533,,,,,,
35396,35353,35528,,,,,,
35393,35354,35530,,,,,,
35396,35353,35528,,,,,,
35397,35350,35530,,,,,,
35394,35356,35531,,,,,,
35396,35354,35532,,,,,,
35396,35362,35528,,,,,,
35400,35361,35527,,,,,,
35399,35361,35529,,,,,,
35396,35357,35526,,,,,,
35396,35358,35534,,,,,,
35401,35359,35535,,,,,,
35398,35357,35535,,,,,,
35399,35358,35534,,,,,,
35401,35366,35536,,,,,,
35398,35357,35538,,,,,,
35398,35362,35540,,,,,,
35403,35362,35536,,,,,,
35400,35356,35530,,,,,,
35404,35359,35530,,,,,,
35404,35360,35530,,,,,,
35400,35361,35528,,,,,,
35398,35359,35529,,,,,,
35396,35356,35525,,,,,,
35400,35356,35523,,,,,,
35400,35354,35530,,,,,,
35399,35352,35530,,,,,,
35394,35356,35537,,,,,,
35399,35348,35535,,,,,,
35400,35349,35535,,,,,,
35399,35349,35533,,,,,,
35397,35352,35534,,,,,,
35394,35354,35532,,,,,,
35400,35356,35534,,,,,,
35398,35361,35537,,,,,,
35402,35356,35536,,,,,,
35402,35359,35532,,,,,,
35396,35360,35532,,,,,,
35396,35366,35532,,,,,,
35399,35367,35535,,,,,,
35399,35353,35533,,,,,,
35401,35350,35529,,,,,,
35399,35356,35526,,,,,,
35396,35354,35529,,,,,,
35401,35355,35527,,,,,,
35397,35360,35526,,,,,,
35400,35358,35527,,,,,,
35397,35360,35528,,,,,,
35397,35356,35527,,,,,,
35400,35354,35526,,,,,,
35396,35352,35528,,,,,,
35396,35355,35531,,,,,,
35397,35356,35534,,,,,,
35395,35355,35528,,,,,,
35397,35353,35527,,,,,,
35396,35359,35523,,,,,,
35393,35356,35523,,,,,,
35396,35356,35524,,,,,,
35397,35358,35523,,,,,,
35393,35361,35532,,,,,,
35394,35354,35535,,,,,,
35396,35348,35536,,,,,,
35391,35350,35528,,,,,,
35396,35354,35529,,,,,,
35398,35352,35526,,,,,,
35394,35357,35530,,,,,,
35393,35355,35526,,,,,,
35396,35356,35527,,,,,,
35400,35357,35532,,,,,,
35398,35351,35529,,,,,,
35404,35358,35530,,,,,,
35404,35358,35528,,,,,,
35399,35365,35532,,,,,,
35400,35370,35532,,,,,,
35399,35361,35535,,,,,,
35399,35360,35530,,,,,,
35396,35354,35533,,,,,,
35402,35356,35535,,,,,,
35396,35356,35535,,,,,,
35394,35357,35535,,,,,,
35392,35362,35534,,,,,,
35394,35365,35535,,,,,,
35396,35361,35526,,,,,,
35396,35350,35527,,,,,,
35399,35371,35532,,,,,,
35400,35360,35532,,,,,,
35394,35356,35533,,,,,,
35397,35356,35531,,,,,,
35400,35362,35535,,,,,,
35397,35361,35536,,,,,,
35395,35360,35533,,,,,,
35400,35361,35530,,,,,,
35401,35361,35531,,,,,,
35401,35357,35532,,,,,,
35404,35366,35537,,,,,,
35395,35356,35529,,,,,,
35397,35356,35533,,,,,,
35397,35351,35531,,,,,,
35401,35351,35528,,,,,,
35400,35353,35527,,,,,,
35400,35354,35532,,,,,,
35399,35356,35526,,,,,,
35397,35357,35524,,,,,,
35398,35356,35520,,,,,,
35397,35348,35520,,,,,,
35398,35357,35524,,,,,,
35398,35349,35521,,,,,,
35397,35355,35529,,,,,,
35399,35351,35530,,,,,,
35398,35355,35526,,,,,,
35399,35353,35527,,,,,,
35400,35356,35532,,,,,,
35400,35356,35528,,,,,,
35395,35358,35533,,,,,,
35397,35359,35532,,,,,,
35396,35359,35532,,,,,,
35399,35360,35537,,,,,,
35397,35358,35535,,,,,,
35398,35360,35528,,,,,,
35397,35356,35531,,,,,,
35401,35354,35530,,,,,,
35396,35350,35536,,,,,,
35398,35354,35526,,,,,,
35398,35350,35525,,,,,,
35400,35346,35532,,,,,,
35399,35354,35530,,,,,,
35400,35349,35526,,,,,,
35401,35349,35523,,,,,,
35404,35356,35529,,,,,,
35397,35360,35529,,,,,,
35400,35354,35530,,,,,,
35395,35357,35527,,,,,,
35393,35360,35528,,,,,,
35396,35355,35529,,,,,,
35399,35348,35533,,,,,,
35399,35349,35530,,,,,,
35398,35351,35529,,,,,,
35399,35357,35529,,,,,,
35397,35356,35532,,,,,,
35397,35352,35533,,,,,,
35398,35353,35532,,,,,,
35399,35347,35532,,,,,,
35395,35352,35526,,,,,,
35398,35355,35521,,,,,,
35404,35354,35523,,,,,,
35396,35348,35525,,,,,,
35398,35346,35527,,,,,,
35397,35352,35530,,,,,,
35400,35355,35532,,,,,,
35394,35351,35534,,,,,,
35402,35351,35535,,,,,,
35396,35355,35531,,,,,,
35396,35354,35535,,,,,,
35395,35352,35529,,,,,,
35397,35360,35530,,,,,,
35402,35351,35526,,,,,,
35399,35350,35528,,,,,,
35400,35356,35533,,,,,,
35393,35357,35528,,,,,,
35395,35362,35524,,,,,,
35399,35352,35528,,,,,,
35399,35351,35526,,,,,,
35397,35351,35528,,,,,,
35396,35352,35531,,,,,,
35401,35355,35526,,,,,,
35399,35360,35523,,,,,,
35396,35366,35524,,,,,,
35393,35362,35528,,,,,,
35398,35365,35530,,,,,,
35400,35358,35529,,,,,,
35398,35348,35532,,,,,,
35398,35361,35533,,,,,,
35397,35364,35533,,,,,,
35403,35357,35530,,,,,,
35405,35353,35534,,,,,,
35403,35355,35529,,,,,,
