CONTEC DATA LOGGER,,,,,,,,
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1.49137E+15,"2017/04/05 15:20:26'000""000",10000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option,
Channel 1,1,0,0,0,10,-10,0,
Channel 2,2,1,0,0,10,-10,0,
Channel 3,3,2,0,0,10,-10,0,
Data,,,,,35398.1061,35358.7681,35532.8537,
35400,35356,35544,,,,,,
35403,35358,35546,,,,,,
35401,35360,35542,,,,,,
35405,35361,35546,,,,,,
35404,35365,35546,,,,,,
35405,35362,35545,,,,,,
35409,35360,35545,,,,,,
35407,35357,35545,,,,,,
35402,35369,35548,,,,,,
35399,35366,35543,,,,,,
35400,35368,35549,,,,,,
35402,35372,35545,,,,,,
35403,35367,35542,,,,,,
35401,35364,35543,,,,,,
35395,35359,35542,,,,,,
35403,35357,35545,,,,,,
35405,35357,35547,,,,,,
35400,35361,35545,,,,,,
35405,35367,35551,,,,,,
35400,35363,35549,,,,,,
35404,35358,35544,,,,,,
35400,35360,35544,,,,,,
35400,35364,35546,,,,,,
35398,35364,35545,,,,,,
35402,35365,35549,,,,,,
35403,35362,35544,,,,,,
35399,35363,35548,,,,,,
35403,35359,35548,,,,,,
35403,35360,35551,,,,,,
35404,35358,35548,,,,,,
35404,35365,35549,,,,,,
35408,35370,35551,,,,,,
35406,35368,35547,,,,,,
35399,35369,35546,,,,,,
35397,35364,35544,,,,,,
35401,35359,35548,,,,,,
35406,35364,35543,,,,,,
35400,35367,35538,,,,,,
35400,35378,35542,,,,,,
35397,35373,35546,,,,,,
35401,35366,35545,,,,,,
35403,35369,35550,,,,,,
35402,35372,35549,,,,,,
35396,35367,35547,,,,,,
35400,35368,35540,,,,,,
35401,35368,35540,,,,,,
35398,35373,35548,,,,,,
35402,35368,35551,,,,,,
35401,35368,35547,,,,,,
35401,35366,35541,,,,,,
35401,35368,35539,,,,,,
35400,35366,35544,,,,,,
35399,35366,35545,,,,,,
35401,35369,35540,,,,,,
35404,35372,35540,,,,,,
35407,35364,35547,,,,,,
35401,35362,35544,,,,,,
35400,35362,35543,,,,,,
35403,35368,35545,,,,,,
35402,35373,35543,,,,,,
35402,35375,35541,,,,,,
35399,35371,35543,,,,,,
35400,35373,35541,,,,,,
35399,35366,35549,,,,,,
35398,35366,35541,,,,,,
35394,35368,35541,,,,,,
35398,35372,35543,,,,,,
35400,35381,35545,,,,,,
35401,35379,35545,,,,,,
35404,35370,35545,,,,,,
35403,35374,35549,,,,,,
35399,35368,35548,,,,,,
35395,35371,35545,,,,,,
35395,35367,35550,,,,,,
35398,35375,35548,,,,,,
35401,35377,35548,,,,,,
35400,35370,35545,,,,,,
35401,35363,35540,,,,,,
35405,35369,35544,,,,,,
35403,35363,35547,,,,,,
35408,35368,35546,,,,,,
35406,35371,35548,,,,,,
35404,35370,35544,,,,,,
35398,35368,35547,,,,,,
35402,35369,35545,,,,,,
35404,35372,35544,,,,,,
35402,35366,35547,,,,,,
35404,35366,35548,,,,,,
35404,35365,35543,,,,,,
35404,35371,35537,,,,,,
35404,35374,35539,,,,,,
35402,35372,35542,,,,,,
35400,35377,35540,,,,,,
35401,35372,35543,,,,,,
35402,35366,35545,,,,,,
35399,35362,35543,,,,,,
35400,35366,35544,,,,,,
35404,35377,35548,,,,,,
35401,35368,35545,,,,,,
35401,35366,35541,,,,,,
35401,35367,35553,,,,,,
35401,35368,35547,,,,,,
35407,35363,35546,,,,,,
35400,35367,35551,,,,,,
35407,35369,35552,,,,,,
35403,35370,35547,,,,,,
35406,35366,35541,,,,,,
35404,35373,35546,,,,,,
35405,35360,35546,,,,,,
35404,35366,35548,,,,,,
35401,35372,35544,,,,,,
35402,35364,35544,,,,,,
35401,35363,35548,,,,,,
35400,35369,35546,,,,,,
35401,35369,35543,,,,,,
35405,35369,35540,,,,,,
35399,35369,35538,,,,,,
35400,35369,35542,,,,,,
35398,35370,35546,,,,,,
35399,35370,35543,,,,,,
35400,35367,35544,,,,,,
35407,35366,35550,,,,,,
35404,35368,35544,,,,,,
35407,35363,35540,,,,,,
35405,35368,35546,,,,,,
35404,35371,35548,,,,,,
35403,35373,35553,,,,,,
35402,35368,35545,,,,,,
35406,35372,35553,,,,,,
35402,35370,35549,,,,,,
35402,35373,35549,,,,,,
35400,35368,35543,,,,,,
35409,35366,35540,,,,,,
35404,35366,35543,,,,,,
35399,35360,35544,,,,,,
35402,35361,35544,,,,,,
35408,35364,35547,,,,,,
35404,35369,35536,,,,,,
35403,35374,35539,,,,,,
35404,35378,35542,,,,,,
35400,35372,35548,,,,,,
35405,35369,35544,,,,,,
35401,35370,35545,,,,,,
35398,35378,35541,,,,,,
35397,35368,35548,,,,,,
35402,35369,35548,,,,,,
35398,35370,35552,,,,,,
35401,35369,35551,,,,,,
35400,35381,35551,,,,,,
35402,35368,35546,,,,,,
35403,35368,35545,,,,,,
35403,35367,35543,,,,,,
35406,35366,35550,,,,,,
35405,35364,35548,,,,,,
35405,35362,35549,,,,,,
35402,35365,35540,,,,,,
35401,35366,35544,,,,,,
35405,35367,35545,,,,,,
35403,35370,35546,,,,,,
35400,35362,35544,,,,,,
35403,35361,35551,,,,,,
35402,35366,35543,,,,,,
35405,35364,35554,,,,,,
35406,35366,35543,,,,,,
35404,35372,35544,,,,,,
35405,35367,35546,,,,,,
35404,35364,35548,,,,,,
35405,35360,35544,,,,,,
35400,35364,35548,,,,,,
35404,35366,35551,,,,,,
35400,35371,35553,,,,,,
35397,35368,35550,,,,,,
35401,35363,35546,,,,,,
35404,35360,35545,,,,,,
35399,35361,35548,,,,,,
35401,35364,35544,,,,,,
35399,35370,35548,,,,,,
35404,35369,35544,,,,,,
35403,35369,35548,,,,,,
35400,35363,35549,,,,,,
35396,35370,35545,,,,,,
35402,35369,35545,,,,,,
35404,35365,35542,,,,,,
35396,35362,35539,,,,,,
35400,35361,35543,,,,,,
35399,35365,35539,,,,,,
35394,35365,35544,,,,,,
35404,35367,35550,,,,,,
35404,35372,35546,,,,,,
35405,35369,35551,,,,,,
35405,35368,35553,,,,,,
35405,35365,35548,,,,,,
35402,35359,35550,,,,,,
35405,35361,35549,,,,,,
35400,35368,35542,,,,,,
35407,35363,35543,,,,,,
35398,35358,35542,,,,,,
35404,35364,35547,,,,,,
35401,35379,35540,,,,,,
35402,35376,35538,,,,,,
35403,35374,35540,,,,,,
35402,35370,35544,,,,,,
35403,35369,35543,,,,,,
35404,35373,35545,,,,,,
35401,35370,35548,,,,,,
35404,35366,35541,,,,,,
35402,35364,35543,,,,,,
35400,35368,35544,,,,,,
35397,35370,35547,,,,,,
35404,35372,35545,,,,,,
35403,35365,35548,,,,,,
35400,35361,35550,,,,,,
35401,35366,35546,,,,,,
35406,35365,35538,,,,,,
35408,35359,35535,,,,,,
35406,35359,35542,,,,,,
35398,35366,35540,,,,,,
35401,35364,35541,,,,,,
35404,35358,35553,,,,,,
35402,35366,35552,,,,,,
35398,35368,35547,,,,,,
35400,35366,35546,,,,,,
35402,35367,35544,,,,,,
35400,35373,35544,,,,,,
35403,35378,35543,,,,,,
35402,35380,35543,,,,,,
35396,35367,35545,,,,,,
35400,35360,35544,,,,,,
35403,35373,35543,,,,,,
35399,35362,35545,,,,,,
35404,35361,35548,,,,,,
35405,35368,35541,,,,,,
35399,35366,35547,,,,,,
35402,35366,35547,,,,,,
35400,35373,35544,,,,,,
35403,35368,35544,,,,,,
35404,35361,35545,,,,,,
35401,35355,35544,,,,,,
35395,35354,35543,,,,,,
35401,35359,35540,,,,,,
35401,35366,35541,,,,,,
35407,35369,35545,,,,,,
35407,35369,35546,,,,,,
35404,35359,35550,,,,,,
35397,35367,35546,,,,,,
35400,35370,35548,,,,,,
35403,35369,35551,,,,,,
35402,35368,35545,,,,,,
35404,35367,35548,,,,,,
35400,35364,35550,,,,,,
35400,35357,35549,,,,,,
35402,35364,35543,,,,,,
35402,35356,35546,,,,,,
35400,35370,35543,,,,,,
35399,35361,35545,,,,,,
35406,35362,35544,,,,,,
35396,35368,35549,,,,,,
35399,35367,35548,,,,,,
35402,35365,35544,,,,,,
35397,35366,35540,,,,,,
35403,35362,35537,,,,,,
35406,35358,35545,,,,,,
35404,35365,35542,,,,,,
35403,35366,35547,,,,,,
35405,35367,35543,,,,,,
35408,35370,35551,,,,,,
35405,35367,35547,,,,,,
35401,35374,35543,,,,,,
35403,35371,35545,,,,,,
35400,35372,35540,,,,,,
35402,35365,35548,,,,,,
35404,35360,35551,,,,,,
35405,35365,35548,,,,,,
35400,35362,35543,,,,,,
35405,35360,35542,,,,,,
35406,35360,35541,,,,,,
35411,35364,35542,,,,,,
35403,35371,35549,,,,,,
35400,35367,35541,,,,,,
35401,35367,35543,,,,,,
35406,35369,35540,,,,,,
35399,35372,35542,,,,,,
35404,35371,35541,,,,,,
35398,35365,35538,,,,,,
35402,35364,35543,,,,,,
35401,35364,35543,,,,,,
35407,35366,35548,,,,,,
35407,35374,35546,,,,,,
35409,35372,35553,,,,,,
35408,35373,35545,,,,,,
35402,35370,35545,,,,,,
35400,35369,35548,,,,,,
35408,35368,35550,,,,,,
35406,35373,35543,,,,,,
35407,35377,35540,,,,,,
35407,35371,35543,,,,,,
35405,35357,35547,,,,,,
35402,35357,35540,,,,,,
35401,35366,35543,,,,,,
35408,35369,35541,,,,,,
35405,35369,35537,,,,,,
35406,35372,35539,,,,,,
35403,35376,35540,,,,,,
35400,35366,35544,,,,,,
35396,35370,35543,,,,,,
35401,35368,35546,,,,,,
35401,35378,35550,,,,,,
35399,35377,35550,,,,,,
35405,35378,35549,,,,,,
35401,35376,35548,,,,,,
35404,35371,35535,,,,,,
35405,35368,35543,,,,,,
35401,35367,35546,,,,,,
35401,35362,35546,,,,,,
35403,35367,35538,,,,,,
35402,35376,35537,,,,,,
35399,35372,35534,,,,,,
35402,35365,35545,,,,,,
35405,35369,35542,,,,,,
35397,35366,35538,,,,,,
35399,35361,35547,,,,,,
35395,35363,35541,,,,,,
35395,35365,35547,,,,,,
35400,35370,35540,,,,,,
35401,35372,35550,,,,,,
35401,35379,35545,,,,,,
35401,35373,35542,,,,,,
35405,35365,35545,,,,,,
35399,35372,35545,,,,,,
35401,35366,35544,,,,,,
35402,35372,35546,,,,,,
35402,35376,35542,,,,,,
35401,35368,35545,,,,,,
35400,35358,35545,,,,,,
35400,35363,35542,,,,,,
35405,35361,35545,,,,,,
35402,35373,35546,,,,,,
35405,35377,35548,,,,,,
35405,35375,35540,,,,,,
35406,35370,35540,,,,,,
35405,35365,35542,,,,,,
35397,35360,35541,,,,,,
35404,35366,35542,,,,,,
35401,35358,35544,,,,,,
35405,35364,35549,,,,,,
35400,35359,35546,,,,,,
35396,35362,35549,,,,,,
35400,35361,35541,,,,,,
35400,35372,35543,,,,,,
35400,35368,35548,,,,,,
35405,35372,35541,,,,,,
35405,35372,35546,,,,,,
35399,35375,35542,,,,,,
35399,35367,35540,,,,,,
35401,35362,35537,,,,,,
35399,35363,35553,,,,,,
35396,35365,35542,,,,,,
35400,35360,35541,,,,,,
35406,35368,35554,,,,,,
35403,35368,35548,,,,,,
35398,35367,35540,,,,,,
35399,35367,35541,,,,,,
35398,35371,35540,,,,,,
35401,35368,35539,,,,,,
35401,35361,35545,,,,,,
35400,35365,35550,,,,,,
35402,35361,35545,,,,,,
35402,35370,35548,,,,,,
35405,35370,35543,,,,,,
35406,35367,35544,,,,,,
35400,35364,35540,,,,,,
35402,35364,35539,,,,,,
35406,35368,35545,,,,,,
35404,35372,35545,,,,,,
35405,35364,35547,,,,,,
35399,35373,35542,,,,,,
35402,35363,35539,,,,,,
35406,35358,35542,,,,,,
35402,35361,35543,,,,,,
35401,35364,35548,,,,,,
35400,35372,35546,,,,,,
35402,35374,35545,,,,,,
35402,35366,35546,,,,,,
35404,35366,35545,,,,,,
35397,35372,35541,,,,,,
35399,35371,35538,,,,,,
35401,35369,35541,,,,,,
35402,35373,35543,,,,,,
35397,35372,35544,,,,,,
35400,35375,35552,,,,,,
35398,35369,35545,,,,,,
35400,35367,35546,,,,,,
35400,35365,35551,,,,,,
35400,35363,35540,,,,,,
35399,35369,35542,,,,,,
35401,35365,35543,,,,,,
35400,35366,35546,,,,,,
35400,35365,35540,,,,,,
35400,35358,35543,,,,,,
35400,35356,35538,,,,,,
35402,35359,35542,,,,,,
35403,35361,35535,,,,,,
35404,35361,35543,,,,,,
35404,35364,35541,,,,,,
35405,35368,35542,,,,,,
35409,35365,35548,,,,,,
35403,35365,35545,,,,,,
35407,35369,35544,,,,,,
35401,35369,35549,,,,,,
35400,35370,35546,,,,,,
35400,35373,35545,,,,,,
35404,35372,35546,,,,,,
35398,35377,35546,,,,,,
35397,35368,35548,,,,,,
35400,35364,35545,,,,,,
35404,35373,35545,,,,,,
35403,35374,35546,,,,,,
35405,35362,35549,,,,,,
35402,35368,35554,,,,,,
35404,35369,35549,,,,,,
35401,35366,35542,,,,,,
35402,35373,35542,,,,,,
35401,35370,35547,,,,,,
35400,35361,35546,,,,,,
35402,35369,35547,,,,,,
35403,35374,35548,,,,,,
35403,35376,35545,,,,,,
35403,35373,35548,,,,,,
35400,35370,35545,,,,,,
35407,35371,35540,,,,,,
35404,35372,35542,,,,,,
35405,35366,35543,,,,,,
35404,35367,35546,,,,,,
35397,35361,35544,,,,,,
35397,35363,35549,,,,,,
35399,35365,35550,,,,,,
35397,35368,35545,,,,,,
35400,35366,35542,,,,,,
35400,35374,35549,,,,,,
35401,35381,35544,,,,,,
35398,35373,35548,,,,,,
35401,35372,35549,,,,,,
35400,35368,35546,,,,,,
35400,35371,35535,,,,,,
35398,35368,35539,,,,,,
35398,35362,35543,,,,,,
35397,35366,35541,,,,,,
35401,35366,35546,,,,,,
35399,35369,35548,,,,,,
35402,35369,35541,,,,,,
35398,35369,35543,,,,,,
35402,35373,35546,,,,,,
35400,35376,35546,,,,,,
35405,35368,35546,,,,,,
35400,35364,35545,,,,,,
35400,35367,35541,,,,,,
35400,35364,35542,,,,,,
35400,35361,35545,,,,,,
35401,35366,35547,,,,,,
35399,35366,35544,,,,,,
35401,35367,35540,,,,,,
35403,35372,35542,,,,,,
35402,35367,35548,,,,,,
35403,35365,35545,,,,,,
35402,35364,35550,,,,,,
35397,35367,35548,,,,,,
35399,35364,35548,,,,,,
35400,35362,35548,,,,,,
35402,35361,35547,,,,,,
35403,35364,35544,,,,,,
35403,35365,35543,,,,,,
35402,35373,35552,,,,,,
35402,35369,35550,,,,,,
35399,35366,35539,,,,,,
35397,35368,35537,,,,,,
35401,35372,35544,,,,,,
35406,35374,35543,,,,,,
35404,35373,35544,,,,,,
35398,35361,35552,,,,,,
35399,35363,35541,,,,,,
35398,35368,35550,,,,,,
35401,35365,35552,,,,,,
35402,35364,35544,,,,,,
35405,35368,35545,,,,,,
35405,35369,35542,,,,,,
35404,35364,35547,,,,,,
35404,35366,35544,,,,,,
35407,35370,35548,,,,,,
35403,35364,35547,,,,,,
35403,35368,35544,,,,,,
35405,35368,35548,,,,,,
35403,35372,35545,,,,,,
35406,35370,35548,,,,,,
35404,35363,35546,,,,,,
35398,35370,35541,,,,,,
35400,35366,35538,,,,,,
35398,35370,35541,,,,,,
35405,35378,35541,,,,,,
35401,35377,35546,,,,,,
35401,35370,35547,,,,,,
35400,35369,35545,,,,,,
35401,35369,35545,,,,,,
35404,35364,35548,,,,,,
35397,35364,35543,,,,,,
35403,35364,35545,,,,,,
35402,35372,35547,,,,,,
35404,35365,35549,,,,,,
35405,35367,35543,,,,,,
35405,35366,35550,,,,,,
35402,35366,35542,,,,,,
35404,35370,35550,,,,,,
35405,35368,35546,,,,,,
35402,35368,35538,,,,,,
35402,35368,35546,,,,,,
35407,35367,35543,,,,,,
35403,35375,35544,,,,,,
35401,35369,35545,,,,,,
35402,35365,35539,,,,,,
35405,35377,35539,,,,,,
35402,35376,35545,,,,,,
35402,35371,35537,,,,,,
35402,35371,35544,,,,,,
35402,35373,35545,,,,,,
35404,35368,35552,,,,,,
35404,35364,35546,,,,,,
35396,35367,35543,,,,,,
35401,35364,35543,,,,,,
35399,35369,35550,,,,,,
35403,35378,35552,,,,,,
35404,35374,35544,,,,,,
35400,35369,35548,,,,,,
35405,35369,35544,,,,,,
35402,35371,35540,,,,,,
35404,35360,35543,,,,,,
35403,35357,35545,,,,,,
35400,35360,35548,,,,,,
35400,35364,35548,,,,,,
35401,35361,35544,,,,,,
35398,35366,35541,,,,,,
35398,35366,35539,,,,,,
35402,35363,35544,,,,,,
35400,35361,35547,,,,,,
35403,35372,35546,,,,,,
35410,35371,35547,,,,,,
35403,35372,35548,,,,,,
35403,35375,35549,,,,,,
35400,35373,35552,,,,,,
35399,35366,35547,,,,,,
35404,35372,35554,,,,,,
35400,35373,35548,,,,,,
35402,35373,35545,,,,,,
35401,35379,35548,,,,,,
35400,35373,35544,,,,,,
35400,35364,35548,,,,,,
35402,35368,35546,,,,,,
35402,35365,35540,,,,,,
35403,35371,35545,,,,,,
35400,35367,35540,,,,,,
35401,35372,35549,,,,,,
35398,35367,35541,,,,,,
35401,35365,35540,,,,,,
35402,35365,35542,,,,,,
35402,35364,35540,,,,,,
35409,35374,35542,,,,,,
35410,35365,35542,,,,,,
35403,35368,35544,,,,,,
35399,35359,35540,,,,,,
35400,35362,35542,,,,,,
35402,35377,35543,,,,,,
35402,35369,35545,,,,,,
35404,35371,35543,,,,,,
35400,35369,35543,,,,,,
35403,35378,35547,,,,,,
35400,35367,35541,,,,,,
35398,35367,35545,,,,,,
35398,35369,35545,,,,,,
35399,35362,35548,,,,,,
35407,35366,35544,,,,,,
35402,35369,35539,,,,,,
35403,35369,35538,,,,,,
35405,35372,35549,,,,,,
35404,35370,35542,,,,,,
35405,35364,35545,,,,,,
35404,35360,35537,,,,,,
35405,35369,35542,,,,,,
35405,35376,35547,,,,,,
35399,35372,35546,,,,,,
35400,35370,35540,,,,,,
35404,35368,35540,,,,,,
35400,35368,35540,,,,,,
35399,35364,35542,,,,,,
35406,35365,35549,,,,,,
35404,35367,35545,,,,,,
35407,35361,35548,,,,,,
35400,35373,35547,,,,,,
35400,35375,35544,,,,,,
35402,35378,35543,,,,,,
35401,35368,35547,,,,,,
35399,35367,35539,,,,,,
35399,35364,35536,,,,,,
35402,35362,35541,,,,,,
35401,35357,35548,,,,,,
35401,35364,35543,,,,,,
35400,35364,35549,,,,,,
35400,35368,35546,,,,,,
35402,35367,35547,,,,,,
35401,35374,35550,,,,,,
35402,35371,35553,,,,,,
35409,35366,35547,,,,,,
35404,35367,35538,,,,,,
35400,35366,35543,,,,,,
35398,35366,35542,,,,,,
35400,35366,35548,,,,,,
35401,35367,35546,,,,,,
35402,35368,35543,,,,,,
35399,35370,35546,,,,,,
35402,35364,35540,,,,,,
35398,35360,35537,,,,,,
35402,35361,35543,,,,,,
35405,35366,35543,,,,,,
35404,35366,35550,,,,,,
35401,35369,35543,,,,,,
35402,35369,35541,,,,,,
35401,35366,35547,,,,,,
35401,35366,35552,,,,,,
35397,35372,35540,,,,,,
35399,35369,35543,,,,,,
35396,35366,35543,,,,,,
35398,35366,35547,,,,,,
35401,35358,35552,,,,,,
35401,35368,35544,,,,,,
35398,35380,35541,,,,,,
35399,35374,35543,,,,,,
35403,35370,35540,,,,,,
35401,35370,35549,,,,,,
35398,35369,35548,,,,,,
35403,35368,35548,,,,,,
35402,35366,35537,,,,,,
35400,35367,35543,,,,,,
35399,35363,35551,,,,,,
35400,35358,35545,,,,,,
35400,35361,35549,,,,,,
35404,35367,35553,,,,,,
35404,35370,35540,,,,,,
35399,35367,35537,,,,,,
35398,35365,35535,,,,,,
35399,35361,35540,,,,,,
35397,35362,35541,,,,,,
35401,35358,35546,,,,,,
35399,35360,35553,,,,,,
35401,35361,35549,,,,,,
35402,35364,35546,,,,,,
35400,35372,35542,,,,,,
35402,35366,35545,,,,,,
35394,35360,35543,,,,,,
35402,35365,35546,,,,,,
35404,35365,35545,,,,,,
35403,35364,35541,,,,,,
35403,35364,35533,,,,,,
35400,35364,35546,,,,,,
35404,35360,35542,,,,,,
35404,35364,35542,,,,,,
35399,35364,35548,,,,,,
35405,35372,35543,,,,,,
35403,35367,35541,,,,,,
35404,35370,35543,,,,,,
35400,35373,35541,,,,,,
35402,35368,35541,,,,,,
35402,35371,35547,,,,,,
35407,35372,35553,,,,,,
35402,35371,35551,,,,,,
35404,35364,35546,,,,,,
35403,35366,35543,,,,,,
35405,35366,35545,,,,,,
35404,35363,35543,,,,,,
35402,35363,35546,,,,,,
35400,35370,35541,,,,,,
35400,35365,35544,,,,,,
35407,35368,35547,,,,,,
35402,35364,35546,,,,,,
35401,35361,35546,,,,,,
35402,35370,35545,,,,,,
35401,35368,35541,,,,,,
35398,35364,35536,,,,,,
35397,35369,35540,,,,,,
35398,35366,35543,,,,,,
35400,35363,35542,,,,,,
35400,35369,35543,,,,,,
35401,35375,35544,,,,,,
35404,35371,35546,,,,,,
35404,35364,35546,,,,,,
35400,35370,35548,,,,,,
35408,35360,35551,,,,,,
35404,35361,35546,,,,,,
35398,35365,35548,,,,,,
35404,35365,35545,,,,,,
35401,35362,35540,,,,,,
35404,35362,35542,,,,,,
35401,35364,35540,,,,,,
35403,35364,35542,,,,,,
35405,35368,35546,,,,,,
35403,35370,35549,,,,,,
35407,35365,35546,,,,,,
35401,35360,35546,,,,,,
35399,35361,35547,,,,,,
35395,35364,35546,,,,,,
35401,35369,35556,,,,,,
35402,35368,35556,,,,,,
35399,35367,35554,,,,,,
35399,35373,35548,,,,,,
35401,35373,35545,,,,,,
35400,35372,35545,,,,,,
35399,35379,35545,,,,,,
35401,35365,35541,,,,,,
35404,35369,35549,,,,,,
35403,35362,35543,,,,,,
35402,35359,35552,,,,,,
35401,35364,35549,,,,,,
35408,35365,35535,,,,,,
35400,35361,35542,,,,,,
35403,35365,35541,,,,,,
35401,35362,35540,,,,,,
35403,35358,35541,,,,,,
35406,35368,35547,,,,,,
35406,35367,35548,,,,,,
35404,35361,35547,,,,,,
35399,35366,35543,,,,,,
35397,35369,35542,,,,,,
35402,35363,35541,,,,,,
35403,35362,35547,,,,,,
35400,35358,35549,,,,,,
35402,35361,35552,,,,,,
35399,35364,35551,,,,,,
35400,35368,35548,,,,,,
35402,35365,35537,,,,,,
35401,35363,35537,,,,,,
35403,35361,35536,,,,,,
35400,35356,35538,,,,,,
35395,35364,35543,,,,,,
35399,35362,35547,,,,,,
35402,35365,35542,,,,,,
35406,35364,35546,,,,,,
35410,35369,35546,,,,,,
35406,35364,35544,,,,,,
35401,35374,35544,,,,,,
35406,35373,35545,,,,,,
35400,35373,35543,,,,,,
35403,35369,35541,,,,,,
35402,35369,35542,,,,,,
35402,35368,35543,,,,,,
35400,35365,35548,,,,,,
35400,35360,35543,,,,,,
35398,35358,35546,,,,,,
35399,35361,35541,,,,,,
35400,35364,35542,,,,,,
35403,35365,35537,,,,,,
35398,35364,35545,,,,,,
35399,35357,35541,,,,,,
35402,35360,35545,,,,,,
35404,35360,35542,,,,,,
35400,35359,35544,,,,,,
35401,35361,35542,,,,,,
35399,35364,35540,,,,,,
35401,35364,35544,,,,,,
35398,35367,35545,,,,,,
35405,35367,35543,,,,,,
35398,35365,35543,,,,,,
35402,35357,35542,,,,,,
35402,35361,35549,,,,,,
35400,35366,35555,,,,,,
35404,35371,35549,,,,,,
35401,35377,35548,,,,,,
35404,35370,35544,,,,,,
35407,35362,35542,,,,,,
35404,35367,35539,,,,,,
35406,35365,35548,,,,,,
35403,35362,35545,,,,,,
35402,35366,35539,,,,,,
35400,35363,35539,,,,,,
35403,35367,35540,,,,,,
35398,35368,35540,,,,,,
35402,35364,35542,,,,,,
35406,35366,35540,,,,,,
35401,35366,35543,,,,,,
35400,35367,35542,,,,,,
35403,35365,35541,,,,,,
35399,35368,35548,,,,,,
35400,35365,35542,,,,,,
35402,35366,35535,,,,,,
35404,35369,35543,,,,,,
35400,35361,35540,,,,,,
35403,35372,35544,,,,,,
35401,35383,35540,,,,,,
35406,35380,35542,,,,,,
35399,35377,35544,,,,,,
35399,35365,35542,,,,,,
35401,35365,35538,,,,,,
35397,35372,35534,,,,,,
35401,35370,35535,,,,,,
35404,35362,35538,,,,,,
35401,35364,35532,,,,,,
35401,35369,35536,,,,,,
35404,35364,35538,,,,,,
35403,35360,35534,,,,,,
35399,35364,35543,,,,,,
35402,35361,35542,,,,,,
35401,35366,35540,,,,,,
35400,35367,35539,,,,,,
35396,35367,35540,,,,,,
35399,35372,35538,,,,,,
35401,35363,35539,,,,,,
35401,35365,35542,,,,,,
35400,35362,35541,,,,,,
35404,35373,35537,,,,,,
35396,35372,35540,,,,,,
35402,35369,35535,,,,,,
35402,35358,35540,,,,,,
35404,35366,35540,,,,,,
35400,35366,35536,,,,,,
35402,35364,35540,,,,,,
35398,35366,35537,,,,,,
35394,35366,35539,,,,,,
35405,35366,35541,,,,,,
35401,35366,35541,,,,,,
35401,35362,35547,,,,,,
35400,35367,35542,,,,,,
35400,35368,35543,,,,,,
35402,35366,35541,,,,,,
35401,35368,35540,,,,,,
35404,35365,35537,,,,,,
35404,35366,35536,,,,,,
35405,35364,35536,,,,,,
35403,35360,35540,,,,,,
35399,35367,35541,,,,,,
35399,35364,35536,,,,,,
35403,35368,35535,,,,,,
35401,35364,35533,,,,,,
35396,35364,35528,,,,,,
35403,35353,35533,,,,,,
35406,35360,35534,,,,,,
35399,35361,35526,,,,,,
35399,35357,35530,,,,,,
35400,35362,35534,,,,,,
35400,35361,35530,,,,,,
35400,35358,35537,,,,,,
35401,35360,35536,,,,,,
35403,35359,35537,,,,,,
35401,35361,35538,,,,,,
35405,35358,35538,,,,,,
35405,35364,35539,,,,,,
35403,35362,35537,,,,,,
35404,35366,35539,,,,,,
35403,35362,35542,,,,,,
35401,35359,35537,,,,,,
35403,35359,35530,,,,,,
35401,35361,35536,,,,,,
35404,35358,35536,,,,,,
35396,35358,35538,,,,,,
35396,35366,35530,,,,,,
35405,35368,35524,,,,,,
35398,35364,35528,,,,,,
35402,35366,35529,,,,,,
35398,35364,35534,,,,,,
35404,35366,35531,,,,,,
35405,35368,35536,,,,,,
35398,35367,35536,,,,,,
35397,35362,35533,,,,,,
35398,35365,35538,,,,,,
35402,35364,35537,,,,,,
35401,35364,35532,,,,,,
35400,35360,35529,,,,,,
35400,35361,35532,,,,,,
35404,35364,35542,,,,,,
35405,35364,35535,,,,,,
35404,35359,35535,,,,,,
35401,35365,35532,,,,,,
35403,35368,35529,,,,,,
35400,35369,35533,,,,,,
35401,35368,35528,,,,,,
35400,35370,35529,,,,,,
35405,35366,35532,,,,,,
35399,35362,35529,,,,,,
35400,35369,35530,,,,,,
35405,35359,35536,,,,,,
35407,35357,35535,,,,,,
35400,35359,35531,,,,,,
35403,35365,35532,,,,,,
35400,35368,35539,,,,,,
35405,35361,35539,,,,,,
35402,35366,35538,,,,,,
35406,35360,35533,,,,,,
35401,35361,35540,,,,,,
35401,35364,35539,,,,,,
35400,35369,35529,,,,,,
35399,35364,35525,,,,,,
35401,35368,35536,,,,,,
35396,35364,35532,,,,,,
35398,35357,35532,,,,,,
35397,35358,35539,,,,,,
35403,35360,35529,,,,,,
35402,35370,35530,,,,,,
35403,35371,35528,,,,,,
35402,35368,35530,,,,,,
35399,35368,35542,,,,,,
35399,35361,35536,,,,,,
35401,35361,35537,,,,,,
35404,35367,35538,,,,,,
35401,35367,35540,,,,,,
35397,35370,35535,,,,,,
35404,35364,35534,,,,,,
35401,35358,35535,,,,,,
35405,35359,35538,,,,,,
35401,35368,35539,,,,,,
35404,35364,35537,,,,,,
35399,35366,35534,,,,,,
